course_id,course_gpa,valid_sections,total_graded,title,description,department
PUBHLTH167,3.3448275862068964,3.0,87.0,"Air Pollution, Climate, and Health","Introduction to how air pollutants are emitted into the atmosphere, how people are most exposed to air pollutants in developed and developing areas, physical and meteorological processes that affect transport, and the influence of air pollutants on global warming.",PUBHLTH
PUBHLTH168,3.7744063324538257,13.0,758.0,Nuclear Environments,"Understanding the impact of the nuclear age on the environment and human health through interrelated developments of nuclear power and nuclear weapons. The early years of weapon development, catastrophic environmental pollution, perils of nuclear power in the U.S. and Russia.",PUBHLTH
PUBHLTH170,3.6215139442231075,27.0,3263.0,Introduction to Global Health,"Provides a foundational interdisciplinary understanding of global health issues and their importance to societal goals, including poverty reduction, sustainable development, and international contexts of wellness and covers major communicable and non-communicable diseases and demographic patterns of disease burden.",PUBHLTH
PUBHLTH171,3.4424778761061945,5.0,226.0,Human Exposure to Environmental Contaminants,"Explores origins of environmental health awareness. Covers exposure assessment theory, variability, risk assessment integration, and societal implications. Discusses notable environmental contaminants impacting human health.",PUBHLTH
PUBHLTH172,3.841288782816229,5.0,838.0,Climate Change and Disaster Management,"Examines the social, economic, environmental, and health impacts of anthropogenic climate change through engaged learning that integrates practice and theory.",PUBHLTH
PUBHLTH173,3.764378478664193,6.0,539.0,Health and Global Environmental Change ,"Examines global environmental and climate change's impact on human health. Explores metabolic pandemics, infectious diseases, and underlying health conditions. Fosters interdisciplinary collaboration among environmental health, public health, medicine, and policy sciences.",PUBHLTH
PUBHLTH174,3.5196850393700787,9.0,1397.0,Global Health Ethics,"Provides a foundation for understanding and application of key issues in global health ethics. Emphasizes competencies needed to practice global health during outbreaks, pandemics, emergencies and disasters, which raise several ethical issues for health professionals, first-responders, researchers, and government agencies.",PUBHLTH
PUBHLTH179,3.523076923076923,9.0,520.0,Special Topics in Environmental and Global Health Science,Studies in selected areas of environmental and global health sciences. Topics addressed vary each quarter.,PUBHLTH
PUBHLTH180,3.3947175348495966,12.0,1363.0,Epidemiology of Infectious Disease,"Explores the distribution of infectious disease and disease risks among human populations. Covers concepts and methods of infectious disease epidemiology, including case studies of important infectious diseases such as COVID-19, HIV, and malaria.",PUBHLTH
PUBHLTH189,3.5443262411347516,6.0,564.0,Special Topics in Infectious Diseases,Studies in selected areas of infectious diseases. Topics addressed vary each quarter.,PUBHLTH
PUBHLTH193,3.7309236947791167,4.0,249.0,Ethics and Responsible Conduct of Research in Public Health,"Issues of scientific integrity and satisfies the requirements for training in public health ethics. Includes guidelines for responsible conduct of research, federal and international codes, administrative review and approval, conflict of interest, and privacy and safety of research participants.  Course may be offered online.",PUBHLTH
PUBHLTH194A,3.7196261682242993,3.0,107.0,Clinical and Translational Research Preparatory I,"Provides training for students with an interest in clinical and translational research in the health care setting. Cultivates skills for study design, research literature review, ethics, responsible conduct of research, and cultural competence while emphasizing professionalism and personal responsibility.",PUBHLTH
PUBHLTH194B,3.979381443298969,3.0,97.0,Clinical and Translational Research Preparatory II,Provides opportunities for students to participate in clinical and translational research through rotations in at least two health care settings. Builds on preparation through the first course (194A) in the sequence to support exploration of various research topics.,PUBHLTH
PUBHLTH194C,3.8735632183908044,3.0,87.0,Clinical and Translational Research Preparatory III,Provides opportunities for students to work closely in a particular clinical and translational research setting. Builds on preparation through the didactic instruction presented in first course of the sequence (194A) to support deeper engagement on a particular research topic.,PUBHLTH
PUBHLTH195W,3.7630090497737556,54.0,5304.0,Writing for Public Health Practice,"Develop communication skills via writing projects addressing real-world issues. Analyze experiences, connect work to studies, and grasp professional paradigms. Gain practical insights and fulfill upper-division writing requirements. Apply, assess, and communicate public health concepts effectively.",PUBHLTH
PUBHLTH199,3.997518610421836,21.0,403.0,Undergraduate Research,Engage in original research with public health faculty. Attend research group meetings and submit quarterly reports. Ideal for students pursuing research careers or advanced degrees.,PUBHLTH
PUBHLTH2,3.630405975183713,63.0,8301.0,Case Studies in Public Health Practice,"Explores public health through diverse case studies illustrating foundational principles and ongoing evolution. Topics include epidemiological investigations, health policy analysis, community interventions, and global health challenges.",PUBHLTH
RELSTD5A,3.4492588369441277,11.0,877.0,World Religions I,"An introduction to the history, doctrine, culture, and writing of Judaism, Christianity, and Islam.",REL STD
RELSTD5B,3.4,11.0,530.0,World Religions II,"An introduction to various religious traditions in selected areas of the world—including India and South Asia, East Asia, Africa, and the Americas.",REL STD
RELSTD5C,3.410958904109589,12.0,876.0,Religious Dialogue,"Lectures and discussion on controversial topics in religion: sexual morality; religious violence; science; treatment of women and girls; religious truth, American Constitutional matters; secularization; the future of religion, and other topics.",REL STD
RUSSIAN150,3.523465703971119,11.0,277.0,Topics in Russian Literature,"Examines major themes in Russian literature, film, and other media from the eighteenth to twenty-first centuries. Taught in English.",RUSSIAN
